headword,pos,supplement,topic_tag,entry,meaning,meaning_en,meaning_ja,ipa,word_id,example_sentence,translated_sentence,sentence_id
botany,noun,"CoreInventory_1: Education

CoreInventory 2: 

Threshold: ",,botany,〈U〉植物学 / 〈U〉植物学書,,〈U〉植物学 / 〈U〉植物学書,/'bɑtəni/,4897,She studied botany in college.,彼女は大学で植物学を勉強しました。,3008926
bothered,adjective,"CoreInventory_1: 

CoreInventory 2: 

Threshold: ",,bothered,心配した / 気になった / 困った,,心配した / 気になった / 困った,/ˈbɒðərd/,9704380,I don't have time to be bothered by such small things.,私はそんな小さなことにわずらわされるヒマはない。,73828
bothersome,adjective,"CoreInventory_1: 

CoreInventory 2: 

Threshold: ",,bothersome,"やっかいな,めんどうな(troublesome)",,"やっかいな,めんどうな(troublesome)",/ˈbɒðəsəm/,4903,Dealing with difficult customers can be bothersome.,厄介なお客様との取引はやっかいかもしれません。,1635271
bottle,verb,"CoreInventory_1: 

CoreInventory 2: 

Threshold: ",,bottle,…'を'びんに詰める,,…'を'びんに詰める,/'bɑtəl/,9703077,Please bottle the homemade wine.,手作りのワインをボトルに詰めてください。,3010776
bounce,noun,"CoreInventory_1: 

CoreInventory 2: 

Threshold: ",,bounce,"〈C〉はね返り,はずみ  / 〈U〉弾力  / 〈U〉《話》元気,活気",,"〈C〉はね返り,はずみ  / 〈U〉弾力  / 〈U〉《話》元気,活気",/baʊns/,9702423,In tennis you have to hit the ball before its second bounce.,テニスでは、ボールが2バウンドする前に打たなければならない。,3010456
bourbon,noun,"CoreInventory_1: Food and drink

CoreInventory 2: 

Threshold: Food and drink",,bourbon,バーボンウイスキー(米国産のトウモロコシ・ライ麦製),,バーボンウイスキー(米国産のトウモロコシ・ライ麦製),/'bɜːrbən/,4947,I enjoy sipping on a glass of bourbon after a long day.,長い一日の後、私はバーボンのグラスを飲むのを楽しんでいます。,3008938
bow,verb,"CoreInventory_1: 

CoreInventory 2: 

Threshold: ",,bow,"(…に)『身をかがめる』,頭をさげる,おじぎをする《+『down』『to』+『名』》 / (…に)屈服する,従う《+『to』+『名』》 / 〈ひざ・腰〉'を'かがめる,(頭など)'を'さげる / …'を'曲げる / 〈感謝など〉'を'おじぎをして示す / …'を'身をかがめて案内する",,"(…に)『身をかがめる』,頭をさげる,おじぎをする《+『down』『to』+『名』》 / (…に)屈服する,従う《+『to』+『名』》 / 〈ひざ・腰〉'を'かがめる,(頭など)'を'さげる / …'を'曲げる / 〈感謝など〉'を'おじぎをして示す / …'を'身をかがめて案内する",/baʊ/,4958,She bowed deeply to show her respect.,彼女は敬意を表すために深々とお辞儀をした。,3008943
boxer,noun,"CoreInventory_1: Work and jobs

CoreInventory 2: Hobbies and pastimes

Threshold: Personal identification",,boxer,"ボクサー,けん闘家 / ボクサー(ドイツ種の中型犬)",,"ボクサー,けん闘家 / ボクサー(ドイツ種の中型犬)",/'bɒksər/,5003,He is a professional boxer.,彼はプロのボクサーです。,3008953
bracket,noun,"CoreInventory_1: 

CoreInventory 2: 

Threshold: ",,bracket,"(たななどを支える)腕木,たな受け,持ち送り  / (腕木に支えられた)たな,張り出しだな  / 《複数形で》かっこ,角がっこ([ ]など)  / (同類の人の)群,階層",,"(たななどを支える)腕木,たな受け,持ち送り  / (腕木に支えられた)たな,張り出しだな  / 《複数形で》かっこ,角がっこ([ ]など)  / (同類の人の)群,階層",/ˈbrækɪt/,5031,The shelf is supported by brackets.,棚はブラケットで支えられています。,1638363
brag,noun,"CoreInventory_1: 

CoreInventory 2: 

Threshold: ",,brag,自慢,,自慢,/bræɡ/,5037,His brag about his new car was quite annoying.,彼の新しい車についての自慢はかなりうっとうしかった。,6510323
brake,verb,"CoreInventory_1: 

CoreInventory 2: 

Threshold: ",,brake,〈他〉...にブレーキをかける / 〈自〉〈人が〉ブレーキをかける,,〈他〉...にブレーキをかける / 〈自〉〈人が〉ブレーキをかける,/breɪk/,9703421,She braked hard when she saw a child run out into the road.,彼女は子供が道路に飛び出すのを見て強くブレーキをかけた。,15582
bravery,noun,"CoreInventory_1: 

CoreInventory 2: 

Threshold: ",,bravery,"『勇敢』,『勇気』 / 《文》華美,美装",,"『勇敢』,『勇気』 / 《文》華美,美装",/ˈbreɪvəri/,5102,She showed great bravery in the face of danger.,彼女は危険に立ち向かう勇敢さを示しました。,3008980
breakable,adjective,"CoreInventory_1: 

CoreInventory 2: 

Threshold: ",,breakable,"破れ(壊れ)やすい,もろい / 壊れやすいもの,割れもの",,"破れ(壊れ)やすい,もろい / 壊れやすいもの,割れもの",/ˈbreɪkəbəl/,5133,"Be careful with that glass, it's breakable.",そのグラスは破れやすいので注意してください。,1638105
breakdown,noun,"CoreInventory_1: 

CoreInventory 2: 

Threshold: ",,breakdown,"〈C〉故障,衰弱,分析",,"〈C〉故障,衰弱,分析",/ˈbreɪkdaʊn/,5136,My car had a breakdown on the way to work.,仕事に行く途中で車が故障しました。,3008988
breakup,noun,"CoreInventory_1: 

CoreInventory 2: 

Threshold: ",,breakup,"解体,分散;崩壊 / (学期末の)終業;解散,散会 / (夫婦,婚約者などの)別離,別居",,"解体,分散;崩壊 / (学期末の)終業;解散,散会 / (夫婦,婚約者などの)別離,別居",/ˈbreɪkʌp/,5146,"After the breakup, they decided to remain friends.",別れた後も、二人は友人であり続けることにした。,3008989
breathtaking,adjective,"CoreInventory_1: 

CoreInventory 2: 

Threshold: ",,breathtaking,"かたずをのませるような,あっといわせるような",,"かたずをのませるような,あっといわせるような",/'bɹeɪtˌteɪkɪŋ/,5163,The view from the top of the mountain was breathtaking.,山の頂上からの景色は息をのむようなものだった。,3008996
breed,noun,"CoreInventory_1: 

CoreInventory 2: 

Threshold: ",,breed,〈C〉(動植物の改良された) 品種,,〈C〉(動植物の改良された) 品種,/bɹid/,9702427,The borzoi is a breed of dog that originated in Russia.,ボルゾイは、ロシア原産の犬の品種です。,1664463
breezy,adjective,"CoreInventory_1: 

CoreInventory 2: 

Threshold: ",,breezy,そよ風の吹く / 元気のよくさわやかな,,そよ風の吹く / 元気のよくさわやかな,/'briːzi/,5181,The weather today is breezy and pleasant.,今日の天気はそよ風が吹いて心地よいです。,1661234
brewery,noun,"CoreInventory_1: Things in the town, shops and shopping

CoreInventory 2: 

Threshold: House and home, environment",,brewery,"ビール醸造所,ビール工場",,"ビール醸造所,ビール工場",/'bɹʊə.ɹi/,5193,I visited a local brewery and tried their craft beers.,地元のビール醸造所を訪れて、彼らのクラフトビールを試しました。,3009003
brilliantly,adverb,"CoreInventory_1: 

CoreInventory 2: 

Threshold: ",,brilliantly,きらきらと;鮮やかに;みごとに,,きらきらと;鮮やかに;みごとに,/ˈbrɪliəntli/,5244,The stars shone brilliantly in the night sky.,夜空に星がきらきらと輝いていた。,3009018
broadband,noun,"CoreInventory_1: 

CoreInventory 2: 

Threshold: ",,broadband,"広帯域(通信),ブロードバンド",,"広帯域(通信),ブロードバンド",/ˈbrɔːdbænd/,9703422,"With the upgrade to fiber optic broadband, streaming movies feels effortless now.",光ブロードバンドにアップグレードしたことで、映画のストリーミングも楽に感じられるようになった。,3010961
broadcast,verb,"CoreInventory_1: 

CoreInventory 2: 

Threshold: ",,broadcast,"(ラジオ・テレビで)〈情報・音楽など〉'を'放送する  / (一定地域に)〈種子〉'を'ばらまく  / 〈ニュース・うわさなど〉'を'広める,言いふらす  / 放送する",,"(ラジオ・テレビで)〈情報・音楽など〉'を'放送する  / (一定地域に)〈種子〉'を'ばらまく  / 〈ニュース・うわさなど〉'を'広める,言いふらす  / 放送する","",9702432,The radio broadcast the news in detail.,ラジオがこのニュースを詳しく放送した。,104648
broadcaster,noun,"CoreInventory_1: Work and jobs

CoreInventory 2: Media

Threshold: Personal identification",,broadcaster,"放送者;放送組織,放送局,放送網",,"放送者;放送組織,放送局,放送網",/ˈbrɔːdkɑːstər/,5297,The broadcaster announced the news to the public.,放送者はニュースを一般に発表しました。,1649724
broaden,verb,"CoreInventory_1: 

CoreInventory 2: 

Threshold: ",,broaden,"を広くする, を広げる / 広くなる, 広がる",,"を広くする, を広げる / 広くなる, 広がる",/ˈbroʊdən/,5300,Traveling can broaden your horizons and expand your perspective.,旅行することで視野が広がり、視点が広がることがあります。,1629021
broadly,adverb,"CoreInventory_1: 

CoreInventory 2: 

Threshold: ",,broadly,"広く,あまねく  / 明白に;露骨に  / 大まかに",,"広く,あまねく  / 明白に;露骨に  / 大まかに",/ˈbrɔːdli/,5302,She has a broadly diverse range of interests.,彼女は広く多様な興味を持っています。,3009035
brochure,noun,"CoreInventory_1: 

CoreInventory 2: 

Threshold: ",,brochure,"〈C〉パンフレット, 小冊子",,"〈C〉パンフレット, 小冊子",/ˈbrəʊʃər/,5315,I picked up a brochure at the tourist information center.,私は観光案内所でパンフレットを手に取りました。,3009036
brother-in-law,noun,"CoreInventory_1: 

CoreInventory 2: 

Threshold: Personal identification",,brother-in-law,義理の兄(弟),,義理の兄(弟),/ˈbrʌðər ɪn lɔː/,5361,My brother-in-law is coming to visit us this weekend.,今週末、義理の兄が私たちを訪ねてきます。,3009048
browse,verb,"CoreInventory_1: 

CoreInventory 2: 

Threshold: ",,browse,"〈自〉〈他〉漫然とながめる,ざっと目を通す；食べる、〈牛・シカなどが〉若葉(新芽)を食べる,草を食べる 　",,"〈自〉〈他〉漫然とながめる,ざっと目を通す；食べる、〈牛・シカなどが〉若葉(新芽)を食べる,草を食べる 　",/ braʊz /,5386,I like to browse through books at the bookstore.,私は本屋で本を眺めるのが好きです。,1642041
browser,noun,"CoreInventory_1: 

CoreInventory 2: 

Threshold: ",,browser,〈C〉ブラウザ / 拾い読みをする人,,〈C〉ブラウザ / 拾い読みをする人,/ˈbraʊzər/,48396,I use a web browser to surf the internet.,私はインターネットを閲覧するためにウェブブラウザを使用します。,1633425
bruise,noun,"CoreInventory_1: 

CoreInventory 2: 

Threshold: ",,bruise,"『打撲傷』,打ち身 / (果物・野菜の)傷 / …打に傷(あざ)をつける;〈果物など〉'を'傷つける / 〈感情〉'を'損なう,〈人〉‘の'気を悪くさせる / 打ち傷がつく,あざができる;〈果物などが〉傷む",,"『打撲傷』,打ち身 / (果物・野菜の)傷 / …打に傷(あざ)をつける;〈果物など〉'を'傷つける / 〈感情〉'を'損なう,〈人〉‘の'気を悪くさせる / 打ち傷がつく,あざができる;〈果物などが〉傷む",/bruz/,5388,She had a bruise on her arm.,彼女の腕に打撲傷があった。,3009054
bud,noun,"CoreInventory_1: 

CoreInventory 2: 

Threshold: ",,bud,"〈C〉茅, つぼみ / (下等動物の)茅状突起 / 〈U〉発茅;発茅期 /〈C〉子供,小娘,少年",,"〈C〉茅, つぼみ / (下等動物の)茅状突起 / 〈U〉発茅;発茅期 /〈C〉子供,小娘,少年",/bʌd/,5458,I saw a beautiful bud blooming in the garden.,私は庭で美しいつぼみが咲き始めているのを見ました。,3009065
budget,adjective,"CoreInventory_1: 

CoreInventory 2: 

Threshold: ",,budget,買い得の / 格安の,,買い得の / 格安の,"",9704057,The store is planning a budget sale next month.,その店は来月大安売りを計画している。,3901305
bulimia,noun,"CoreInventory_1: Technical and legal language

CoreInventory 2: 

Threshold: ",,bulimia,"過食症,多食症,食欲亢進",,"過食症,多食症,食欲亢進",/bjuːˈlimiə/,9703424,she lapsed into bulimia as a result of her diet.,彼女はダイエットの結果、過食症になった。,3010962
bully,verb,"CoreInventory_1: 

CoreInventory 2: 

Threshold: ",,bully,〈他〉をいじめる,,〈他〉をいじめる,/ˈbʊli/,5551,He just loves to bully people.,彼はただ人をいじめるのが好きなだけです。,30218
bum,noun,"CoreInventory_1: 

CoreInventory 2: 

Threshold: ",,bum,おしり,,おしり,/bʌm/,5557,She fell and hurt her bum.,彼女は転んでおしりを痛めました。,3009098
bumper,noun,"CoreInventory_1: 

CoreInventory 2: 

Threshold: ",,bumper,バンパー(衝撃を弱めるため列車・自動車の前後部につける) / 非常に大きな,,バンパー(衝撃を弱めるため列車・自動車の前後部につける) / 非常に大きな,/ˈbʌmpər/,5566,The car's bumper was damaged in the accident.,事故で車のバンパーが損傷しました。,3009102
bun,noun,"CoreInventory_1: 

CoreInventory 2: 

Threshold: Food and drink",,bun,"ロールパン;(しばしば甘味香料などを入れた)丸形パン / まげ,束髪",,"ロールパン;(しばしば甘味香料などを入れた)丸形パン / まげ,束髪",/bʌn/,5572,I bought a delicious bun from the bakery.,私はパン屋から美味しいロールパンを買いました。,3009103
burden,verb,"CoreInventory_1: 

CoreInventory 2: 

Threshold: ",,burden,"《...を》...に負わせる, に積む 《with ...》",,"《...を》...に負わせる, に積む 《with ...》",/ˈbɜːrdn/,9702445,They were burdened with heavy taxes.,彼らは重税に悩まされた。,22615
burdensome,adjective,"CoreInventory_1: 

CoreInventory 2: 

Threshold: ",,burdensome,"重荷となる,わずらわしい;(…にとって)重荷となる《+『to』+『名』》",,"重荷となる,わずらわしい;(…にとって)重荷となる《+『to』+『名』》",/ˈbɜːrdənsəm/,5613,The heavy workload became burdensome for him.,彼にとって、重い仕事量は重荷となった。,3009113
bureaucracy,noun,"CoreInventory_1: Work and jobs

CoreInventory 2: 

Threshold: ",,bureaucracy,"〈U/C〉官僚政治,官僚制度；《the ~》官吏,官僚；お役所式の繁雑な手続",,"〈U/C〉官僚政治,官僚制度；《the ~》官吏,官僚；お役所式の繁雑な手続",/bjuːˈrɒkrəsi/,5616,The bureaucracy in this government is incredibly inefficient.,この政府の官僚制度は非常に効率が悪いです。,1628889
burglary,noun,"CoreInventory_1: News, lifestyles and current affairs

CoreInventory 2: 

Threshold: ",,burglary,〈U〉（犯罪を目的とする）住宅侵入（罪） / 〈C〉押し込み　夜盗行為　夜盗事件,,〈U〉（犯罪を目的とする）住宅侵入（罪） / 〈C〉押し込み　夜盗行為　夜盗事件,/ˈbɜː(r)ɡləri/,5635,There has been a recent increase in burglary in this neighborhood.,この地域で最近住宅侵入が増加しています。,3009120
burgle,verb,"CoreInventory_1: 

CoreInventory 2: 

Threshold: ",,burgle,=burglarize,,=burglarize,/ˈbɜːrɡəl/,5636,"The thieves attempted to burgle the jewelry store, but were caught by the police.",泥棒たちは宝石店を強盗しようとしたが、警察に捕まった。,1660018
burial,noun,"CoreInventory_1: Family life

CoreInventory 2: 

Threshold: Daily life",,burial,"『埋葬』,葬式",,"『埋葬』,葬式",/ˈbɛriəl/,5639,The burial ceremony was held in a peaceful cemetery.,埋葬の儀式は平和な墓地で行われました。,3009119
bustle,verb,"CoreInventory_1: 

CoreInventory 2: 

Threshold: ",,bustle,"『せかせかと動き回る』《+『about』》 / 〈人〉'を'せきたてる / 大騒ぎ,雑踏",,"『せかせかと動き回る』《+『about』》 / 〈人〉'を'せきたてる / 大騒ぎ,雑踏",/ˈbʌsəl/,5714,The city streets bustle with people rushing about.,街の通りはせかせかと動き回る人々で賑わっている。,2996922
bustling,adjective,"CoreInventory_1: 

CoreInventory 2: 

Threshold: ",,bustling,"忙しそうな, 混雑している / はつらつとした, 活気のある",,"忙しそうな, 混雑している / はつらつとした, 活気のある",/ˈbʌslɪŋ/,5716,The bustling city streets were filled with people rushing to work.,賑やかな街の通りは仕事へ急ぐ人々でいっぱいだった。,2996921
butcher,verb,"CoreInventory_1: 

CoreInventory 2: 

Threshold: ",,butcher,〈動物〉を屠殺する / 〈人〉を虐殺する / 〈仕事など〉をだいなしにする,,〈動物〉を屠殺する / 〈人〉を虐殺する / 〈仕事など〉をだいなしにする,/ˈbʊtʃər/,9702448,He raises pigs and butchers his own meat.,彼は豚を飼い、自ら肉を捌く。,3010465
buzz,noun,"CoreInventory_1: 

CoreInventory 2: 

Threshold: ",,buzz,(ハチ・ハエ・機械などの)『ブンブンいう音』 / (人々の)ざわめき / 〈ハチ・ハエ・機械などが〉『ブンブンいう』,,(ハチ・ハエ・機械などの)『ブンブンいう音』 / (人々の)ざわめき / 〈ハチ・ハエ・機械などが〉『ブンブンいう』,/bʌz/,5757,I could hear the buzz of the bees in the garden.,庭でハチのブンブンいう音が聞こえました。,3009142
buzz,verb,"CoreInventory_1: 

CoreInventory 2: 

Threshold: ",,buzz,(…で)〈人々・場所が〉ざわめく《+『with』+『名』》;(特に声を落として)(…を)ひそひそとうわさする(騒ぎたてる)《+『about』+『名』》 / ブンブン音をたてて動く;せわしく動き回る《+『about』(around)》 /,,(…で)〈人々・場所が〉ざわめく《+『with』+『名』》;(特に声を落として)(…を)ひそひそとうわさする(騒ぎたてる)《+『about』+『名』》 / ブンブン音をたてて動く;せわしく動き回る《+『about』(around)》 /,/bʌz/,9703425,The square buzzed with excitement.,広場は興奮でわきたった。,87672
cabinet,noun,"CoreInventory_1: 

CoreInventory 2: 

Threshold: House and home, environment",,cabinet,"キャビネット(引出し・たな・仕切などのある箱・戸だな)  / 《しばしばCabinet》《集合的に》《単数・複数扱い》内閣,(内閣の)閣僚連  / 《英》閣議  / 《古》小さい個室",,"キャビネット(引出し・たな・仕切などのある箱・戸だな)  / 《しばしばCabinet》《集合的に》《単数・複数扱い》内閣,(内閣の)閣僚連  / 《英》閣議  / 《古》小さい個室",/'kæbɪnət/,5853,The president appointed a new cabinet.,大統領は新しい閣僚を任命しました,3009175
cable,noun,"CoreInventory_1: 

CoreInventory 2: 

Threshold: ",,cable,"〈C〉〈U〉 (麻・針金をより合わせた) 太綱 /  (電信などの) ケーブル線 /〈C〉海底電信, 外国電報 /",,"〈C〉〈U〉 (麻・針金をより合わせた) 太綱 /  (電信などの) ケーブル線 /〈C〉海底電信, 外国電報 /",/'keɪbəl/,5857,I need to buy a new cable for my phone.,私は携帯電話用の新しいケーブルを買う必要があります。,3009171
calmly,adverb,"CoreInventory_1: 

CoreInventory 2: 

Threshold: ",,calmly,"『静かに』,落ち着いて",,"『静かに』,落ち着いて",/'kɑːmli/,6021,She calmly walked into the room.,彼女は静かに部屋に入ってきました。,3009205
campaign,noun,"CoreInventory_1: 

CoreInventory 2: 

Threshold: ",,campaign,"(ある目的を持った一定地域での)軍事行動,作戦,戦闘  / (政治的・社会的・商業的などの目的で行われる)(…の)運動,(特に)宣伝戦,選挙運動《+against(for)+名》  / (…の)運動に参加する,選挙運動をする《+against(for)+名》",,"(ある目的を持った一定地域での)軍事行動,作戦,戦闘  / (政治的・社会的・商業的などの目的で行われる)(…の)運動,(特に)宣伝戦,選挙運動《+against(for)+名》  / (…の)運動に参加する,選挙運動をする《+against(for)+名》",/kæmˈpeɪn/,6074,The military launched a campaign to secure the border.,軍事は国境を確保するためのキャンペーンを開始しました。,3009216
candidate,noun,"CoreInventory_1: 

CoreInventory 2: 

Threshold: ",,candidate,"〈C〉《...の》 候補者, 志願者 《for ...》",,"〈C〉《...の》 候補者, 志願者 《for ...》",/kæn.dɪ.deɪt/,6134,He is a strong candidate for the position.,彼はそのポジションの有力候補者です。,2996932
cane,noun,"CoreInventory_1: 

CoreInventory 2: 

Threshold: ",,cane,"〈C〉(トウ・タケ・サトウキビなどの)『茎』 / 〈U〉(用材としての)『トウ』(いす・かごなどを作る) / 〈C〉ステッキ,トウヅエ / 〈C〉むち / 〈C〉サトウキビ / 〈人〉'を'むち打って罰する / 〈家具〉'を'トウで作る(修理する)",,"〈C〉(トウ・タケ・サトウキビなどの)『茎』 / 〈U〉(用材としての)『トウ』(いす・かごなどを作る) / 〈C〉ステッキ,トウヅエ / 〈C〉むち / 〈C〉サトウキビ / 〈人〉'を'むち打って罰する / 〈家具〉'を'トウで作る(修理する)",/keɪn/,6150,He uses a cane to help him walk.,彼は歩くのに杖を使います。,3009228
cannonball,noun,"CoreInventory_1: 

CoreInventory 2: 

Threshold: ",,cannonball,(昔の)砲弾 / 《米話》(蒸気機関車時代ね)特急(弾丸)列車,,(昔の)砲弾 / 《米話》(蒸気機関車時代ね)特急(弾丸)列車,/ˈkænənˌbɔl/,6174,The cannonball flew through the air and hit the castle wall.,砲弾は空中を飛んで城壁に当たった。,1632069
canon,noun,"CoreInventory_1: Books and literature

CoreInventory 2: 

Threshold: ",,canon,"〈C〉(教会の) 教理,戒律,教会法 / (一般に)規準,規範 / (正しい典拠とすべき)経典,正典 / 聖従名簿 / ミサ典文 / (音楽で)カノン,典則曲",,"〈C〉(教会の) 教理,戒律,教会法 / (一般に)規準,規範 / (正しい典拠とすべき)経典,正典 / 聖従名簿 / ミサ典文 / (音楽で)カノン,典則曲",/'kænən/,6181,The canon of the church provides guidance on religious doctrine and moral conduct.,教会の教理は、宗教の教義や道徳的な行動についての指針を提供します。,1665449
capability,noun,"CoreInventory_1: 

CoreInventory 2: 

Threshold: ",,capability,"〈U/C〉能力,才能,手腕；素質,可能性",,"〈U/C〉能力,才能,手腕；素質,可能性",/kəˌpæbəˈlɪti/,6231,She has the capability to solve complex problems.,彼女は複雑な問題を解決する能力を持っています。,2996934
caption,noun,"CoreInventory_1: 

CoreInventory 2: 

Threshold: ",,caption,"題目,見出し;(写真・挿絵の)説明・映画の)字幕,タイトル・…‘に'見出し(欄)をつける",,"題目,見出し;(写真・挿絵の)説明・映画の)字幕,タイトル・…‘に'見出し(欄)をつける",/'kæp.ʃən/,6292,The caption of the photo explained the meaning behind it.,写真の題目はそれの意味を説明していた。,1631046
captive,noun,"CoreInventory_1: News, lifestyles and current affairs

CoreInventory 2: 

Threshold: ",,captive,『捕虜』 / (…の)とりこになった人《+『of』+『名』》,,『捕虜』 / (…の)とりこになった人《+『of』+『名』》,/'kæptɪv/,6297,The soldiers managed to rescue the captive from the enemy camp.,兵士たちは敵のキャンプから捕虜を救出することに成功しました。,3009254
caravan,noun,"CoreInventory_1: 

CoreInventory 2: 

Threshold: ",,caravan,"『隊商』,(巡礼者などの)旅人隊;(移住民などの)車馬隊 / (ジプシーの)ほろ馬車;(サーカス団の)運搬車;《英》(自動車で引く旅行用の)トレーラー(=trailer )",,"『隊商』,(巡礼者などの)旅人隊;(移住民などの)車馬隊 / (ジプシーの)ほろ馬車;(サーカス団の)運搬車;《英》(自動車で引く旅行用の)トレーラー(=trailer )",/'kærəvæn/,6319,The caravan traveled through the desert.,隊商は砂漠を旅しました。,1642077
carbon,noun,"CoreInventory_1: 

CoreInventory 2: 

Threshold: ",,carbon,炭素(化学記号はC)  / 〈C〉炭素棒  / 〈C〉《時に〈U〉》=carbon paper / ≪ carbon copy ≫生き写し/ 瓜二つの≪of≫,,炭素(化学記号はC)  / 〈C〉炭素棒  / 〈C〉《時に〈U〉》=carbon paper / ≪ carbon copy ≫生き写し/ 瓜二つの≪of≫,/'kɑːrbən/,6332,Carbon is an essential element in organic compounds.,炭素は有機化合物において必須の元素です。,2996939
carbon dioxide,noun,"CoreInventory_1: 

CoreInventory 2: 

Threshold: ",,carbon dioxide,"二酸化炭素,炭酸ガス",,"二酸化炭素,炭酸ガス",/ˈkɑːrbən daɪˈɑksaɪd/,6337,Carbon dioxide is a greenhouse gas.,二酸化炭素は温室効果ガスです。,2996938
carbon footprint,noun,"CoreInventory_1: 

CoreInventory 2: 

Threshold: ",,carbon footprint,"カーボン・フットプリント, 二酸化炭素排出量",,"カーボン・フットプリント, 二酸化炭素排出量",/'kɑːrbən 'fʊtprɪnt/,9703427,I try to lessen my carbon footprint by using public transportation.,私は公共交通機関を利用することで自分の二酸化炭素排出量を少なくしようとしています。,3000816
carbon monoxide,noun,"CoreInventory_1: 

CoreInventory 2: 

Threshold: ",,carbon monoxide,一酸化炭素,,一酸化炭素,/'kɑːrbən mɑːnoʊksaɪd/,6338,Carbon monoxide is a toxic gas.,一酸化炭素は有毒なガスです。,1633569
cardboard,noun,"CoreInventory_1: 

CoreInventory 2: 

Threshold: ",,cardboard,"厚紙,ボール紙",,"厚紙,ボール紙",/ˈkɑːrd.bɔːrd/,6368,I recycled the cardboard boxes.,私は厚紙の箱をリサイクルしました。,1637141
cardigan,noun,"CoreInventory_1: 

CoreInventory 2: 

Threshold: Shopping",,cardigan,カーディガン,,カーディガン,/ˈkɑːrdɪɡən/,6370,I love wearing my cozy cardigan on chilly days.,寒い日には、居心地の良いカーディガンを着るのが大好きです。,1656518
carefree,adjective,"CoreInventory_1: 

CoreInventory 2: 

Threshold: ",,carefree,"心配のない,のんきな",,"心配のない,のんきな",/kɛːrˈfriː/,6388,"She lived a carefree life, always smiling and enjoying every moment.",彼女は心配のない生活を送り、いつも笑顔で毎瞬間を楽しんでいました。,3009264
caring,adjective,"CoreInventory_1: 

CoreInventory 2: 

Threshold: ",,caring,（人や態度が）親身な，思いやりのある / (年寄り・身体不自由者の)日常の世話をする，介護する.,,（人や態度が）親身な，思いやりのある / (年寄り・身体不自由者の)日常の世話をする，介護する.,/'kɛrɪŋ/,9704381,You have many caring friends.,君には心配してくれる友達がたくさんいる。,92662
carnival,noun,"CoreInventory_1: 

CoreInventory 2: 

Threshold: Free time, entertainment",,carnival,"〈U〉『謝肉祭』,カーニバル(四旬節(Lent)の直前の3日間ないし1週間の祝祭;カトリック教国では四旬節中は肉食を断つので最後に肉を食べる日となる) / 〈C〉浮かれ騒ぎ,お祭り騒ぎ;(特定の)お祭り / (また《話》『carny』)〈C〉《米》巡回ショー,移動見世物",,"〈U〉『謝肉祭』,カーニバル(四旬節(Lent)の直前の3日間ないし1週間の祝祭;カトリック教国では四旬節中は肉食を断つので最後に肉を食べる日となる) / 〈C〉浮かれ騒ぎ,お祭り騒ぎ;(特定の)お祭り / (また《話》『carny』)〈C〉《米》巡回ショー,移動見世物",/ˈkɑːrnɪvəl/,6423,I had so much fun at the carnival.,私は謝肉祭でとても楽しい時を過ごした。,3009265
carpool,noun,"CoreInventory_1: 

CoreInventory 2: 

Threshold: Travel",,carpool,車の所有者数人が交替でお互いを乗せて行く協定,,車の所有者数人が交替でお互いを乗せて行く協定,/'kɑr'pul/,6456,We have a carpool arrangement where a few car owners take turns giving each other rides.,私たちは車の所有者数人が交替でお互いを乗せて行くカープールの取り決めがあります。,1652365
carve,verb,"CoreInventory_1: 

CoreInventory 2: 

Threshold: ",,carve,"…を刻んで作る, を彫る,を彫刻する / (食べやすいように)〈肉〉を切り分ける / 肉を切り分ける",,"…を刻んで作る, を彫る,を彫刻する / (食べやすいように)〈肉〉を切り分ける / 肉を切り分ける",/kɑːrv/,6503,He used a knife to carve a beautiful sculpture out of wood.,彼はナイフを使って木から美しい彫刻を彫った。,3009282
cascade,noun,"CoreInventory_1: 

CoreInventory 2: 

Threshold: House and home, environment",,cascade,"〈C〉(いく筋にもなって落ちる)小滝,(庭園などの)人工滝 / 滝状になった物 /",,"〈C〉(いく筋にもなって落ちる)小滝,(庭園などの)人工滝 / 滝状になった物 /",/ˈkæskeɪd/,6513,The waterfall formed a beautiful cascade down the mountainside.,滝は山肌を伝って美しいカスケード（段々の流れ）を作っていた,4601600
cast,noun,"CoreInventory_1: 

CoreInventory 2: 

Threshold: Personal identification",,cast,〈C〉投げること / (劇・映画の) 配役,,〈C〉投げること / (劇・映画の) 配役,/kæst/,9703428,She has her arm in a cast.,彼女は腕にギブスをはめている。,12016
cast,verb,"CoreInventory_1: 

CoreInventory 2: 

Threshold: ",,cast,〈他〉を投げる / を投げ捨てる《off》/ 《…に》〈影・光〉を投げ掛ける / 〈目・視線など〉を向ける / 〈票〉を投じる,,〈他〉を投げる / を投げ捨てる《off》/ 《…に》〈影・光〉を投げ掛ける / 〈目・視線など〉を向ける / 〈票〉を投じる,/kæst/,6553,He cast a vote for the proposition.,彼はその提案に賛成票を投じた。,38117
casually,adverb,"CoreInventory_1: 

CoreInventory 2: 

Threshold: ",,casually,"偶然に,なにげなく",,"偶然に,なにげなく",/'kæʒuəli/,6577,I bumped into him casually at the grocery store.,スーパーで偶然彼に出くわした。,1631651
