headword,pos,supplement,topic_tag,entry,meaning,meaning_en,meaning_ja,ipa,word_id,example_sentence,translated_sentence,sentence_id
book,verb,"CoreInventory_1: Objects and rooms

CoreInventory 2: 

Threshold: Free time, entertainment",,book,"本 / 書物, 書籍, 著作 / 知識の源 / 聖書 / 帳簿 / (切手・マッチ・小切手などの)とじこみ帳 / 名簿",,"本 / 書物, 書籍, 著作 / 知識の源 / 聖書 / 帳簿 / (切手・マッチ・小切手などの)とじこみ帳 / 名簿",/bʊk/,9702417,This is a book to read.,これは読むべき本だ。,129911
bookstore,noun,"CoreInventory_1: Things in the town, shops and shopping

CoreInventory 2: 

Threshold: Shopping",,bookstore,"書,本屋(《英》bookshop)",,"書,本屋(《英》bookshop)",/ˈbʊk.stɔːr/,4800,I went to the bookstore to buy a new book.,私は新しい本を買うために書店に行きました。,1624012
boring,adjective,"CoreInventory_1: 

CoreInventory 2: 

Threshold: ",,boring,つまらない / 退屈な / うんざりするような,,つまらない / 退屈な / うんざりするような,/'bɔrɪŋ/,4859,The lecture was so boring that I fell asleep.,講義がとても退屈だったので、私は眠ってしまった。,1624013
borrow,verb,"CoreInventory_1: 

CoreInventory 2: 

Threshold: ",,borrow,"(…を担保として…から)…'を'借りる《+名+from+名+on+名》  / 〈言葉・思想・方法など〉'を'借りてまねる,模倣(もほう)する  / 借りる,借金する",,"(…を担保として…から)…'を'借りる《+名+from+名+on+名》  / 〈言葉・思想・方法など〉'を'借りてまねる,模倣(もほう)する  / 借りる,借金する",/ˈbɑroʊ/,4865,I borrowed a book from the library.,私は図書館から本を借りました。,1624014
both,adverb,"CoreInventory_1: 

CoreInventory 2: 

Threshold: ",,both,"《both…and…の形で》両方とも,…のいずれも",,"《both…and…の形で》両方とも,…のいずれも",/bəʊθ/,4900,They both arrived late for the meeting.,彼らは両方とも会議に遅れて到着しました。,3008927
both,determiner,"CoreInventory_1: 

CoreInventory 2: 

Threshold: ",,both,"両方の,双方の",,"両方の,双方の",/bəʊθ/,3207980,Both of them are my friends.,彼らは両方とも私の友達です。,3008624
both,pronoun,"CoreInventory_1: 

CoreInventory 2: 

Threshold: ",,both,"両方,両者",,"両方,両者",/bəʊθ/,3207981,I really like both.,どちらもとても気に入っている。,3008625
bottle,noun,"CoreInventory_1: Food and drink

CoreInventory 2: 

Threshold: Shopping",,bottle,びん;1びんの量  / 〈U〉《the~》酒;飲酒  / 〈U〉《the~》哺乳(ほにゅう)びん;牛乳,,びん;1びんの量  / 〈U〉《the~》酒;飲酒  / 〈U〉《the~》哺乳(ほにゅう)びん;牛乳,/'bɑtəl/,4906,She put the bottle on the table.,彼女はびんをテーブルに置いた。,1624015
bottom,noun,"CoreInventory_1: 

CoreInventory 2: 

Threshold: ",,bottom,"(物の)底《+of+名》  / (海・川・湖・井戸などの)底《+of+名》  / (…の)下部,底部,根元《+of+名》  / (…の)根底,基礎;(…の)心底,奥底《+of+名》  / 船底,船腹;(一般に)船,船舶  / 《話》しり(posterior)  / 《複数形で》川沿いの低地(低い牧草地)  / 最低の;最後の  / 底の;根底の",,"(物の)底《+of+名》  / (海・川・湖・井戸などの)底《+of+名》  / (…の)下部,底部,根元《+of+名》  / (…の)根底,基礎;(…の)心底,奥底《+of+名》  / 船底,船腹;(一般に)船,船舶  / 《話》しり(posterior)  / 《複数形で》川沿いの低地(低い牧草地)  / 最低の;最後の  / 底の;根底の",/ˈbɒtəm/,4911,The cat was sleeping on the bottom of the bed.,猫はベッドの下で眠っていた。,1624016
bowl,noun,"CoreInventory_1: Objects and rooms

CoreInventory 2: 

Threshold: Shopping",,bowl,"〈C〉どんぶり,はち, わん,茶わん,ボール / どんぶり(はち)1杯の量 / 《...の》丸くくぼんだ部分《of ...》 / 《米》(はち形の)円形競技場([[stadium]])",,"〈C〉どんぶり,はち, わん,茶わん,ボール / どんぶり(はち)1杯の量 / 《...の》丸くくぼんだ部分《of ...》 / 《米》(はち形の)円形競技場([[stadium]])",/bəʊl/,4971,I ate a delicious bowl of ramen for lunch.,昼食に美味しいラーメンのどんぶりを食べました。,3008954
box,noun,"CoreInventory_1: Objects and rooms

CoreInventory 2: 

Threshold: Shopping",,box,"箱  / (の…)1箱《+of+名》  / (劇場などの)さじき席 ます席  / 番小屋,詰め所  / (野球で)バッターボックス;コーチャーズボックス;ピッチャーズマウンド;キャッチャーの定位置  / (線で囲った)四角のわく,囲み;(新聞・雑誌の)  / (郵便の)私書箱  / 《the box》《英俗》テレビ",,"箱  / (の…)1箱《+of+名》  / (劇場などの)さじき席 ます席  / 番小屋,詰め所  / (野球で)バッターボックス;コーチャーズボックス;ピッチャーズマウンド;キャッチャーの定位置  / (線で囲った)四角のわく,囲み;(新聞・雑誌の)  / (郵便の)私書箱  / 《the box》《英俗》テレビ",/bɒks/,4992,The box was filled with candy.,箱の中はキャンディでいっぱいだった。,1624017
boy,noun,"CoreInventory_1: Personal information

CoreInventory 2: 

Threshold: Personal identification",,boy,"少年,男の子  / 《しばしば所有格を伴って》むすこ  / 《しばしば複数形で》青年,若い男  / 《話,特に米南部方言》(年齢に関係なく)男,仲間  / 給仕,下男  / 《the boys》飲み(遊び,仕事)仲間  / 《米話》やあ(その他,歓喜・驚きを表す時に用いられる)",,"少年,男の子  / 《しばしば所有格を伴って》むすこ  / 《しばしば複数形で》青年,若い男  / 《話,特に米南部方言》(年齢に関係なく)男,仲間  / 給仕,下男  / 《the boys》飲み(遊び,仕事)仲間  / 《米話》やあ(その他,歓喜・驚きを表す時に用いられる)",/bɔɪ/,5011,The boy ran around the park.,男の子は公園を駆け回った。,1624415
boyfriend,noun,"CoreInventory_1: Personal information

CoreInventory 2: 

Threshold: Personal identification",,boyfriend,"《話》男友だち(恋人),ボーイフレンド / 男友だち(恋人),ボーイフレンド",,"《話》男友だち(恋人),ボーイフレンド / 男友だち(恋人),ボーイフレンド",/bɔɪˌfrɛnd/,5015,My boyfriend is my best friend.,私の彼氏は私の最高の友達です。,1624018
brain,noun,"CoreInventory_1: 

CoreInventory 2: 

Threshold: Health and body care",,brain,"脳,脳髄  / 《しばしば複数形で》頭脳,知力  / 《話》秀才,知的指導者",,"脳,脳髄  / 《しばしば複数形で》頭脳,知力  / 《話》秀才,知的指導者",/bɹeɪn/,5048,The brain is a complex organ.,脳は複雑な臓器です。,1624019
bread,noun,"CoreInventory_1: Food and drink

CoreInventory 2: 

Threshold: Food and drink",,bread,"パン,食パン  / (生名の糧(かて)として必要な)食物一般…生計・金・銭",,"パン,食パン  / (生名の糧(かて)として必要な)食物一般…生計・金・銭",/bɹɛd/,5120,I bought a loaf of bread.,パンを一斤買いました。,1624020
break,verb,"CoreInventory_1: 

CoreInventory 2: 

Threshold: ",,break,…を壊す / …を役に立たなくする / 〈法律・規則・約束など〉を破る / 《…に》…を打ち明ける《to ...》 / …を破産させる / 《しばしば副詞[句]を伴って》壊れる /,,…を壊す / …を役に立たなくする / 〈法律・規則・約束など〉を破る / 《…に》…を打ち明ける《to ...》 / …を破産させる / 《しばしば副詞[句]を伴って》壊れる /,/breɪk/,5131,She broke the window with a rock.,彼女は岩を使い窓を壊した。,1625198
breakfast,noun,"CoreInventory_1: Food and drink

CoreInventory 2: 

Threshold: Food and drink",,breakfast,朝食,,朝食,/ˈbɹɛkfəst/,5139,I had a delicious breakfast this morning.,今朝は美味しい朝食を食べました。,1624022
breathe,verb,"CoreInventory_1: 

CoreInventory 2: 

Threshold: ",,breathe,【動/自】呼吸する / 【動/他】〈空気〉を呼吸する,,【動/自】呼吸する / 【動/他】〈空気〉を呼吸する,/briːð/,5159,I'm trying to breathe.,私は息をしようとしている。,1624023
bridge,noun,"CoreInventory_1: Things in the town, shops and shopping

CoreInventory 2: 

Threshold: House and home, environment",,bridge,〈Ｃ〉橋 / 鼻柱 / (めがねの)ブリッジ,,〈Ｃ〉橋 / 鼻柱 / (めがねの)ブリッジ,/brɪdʒ/,5211,We crossed the bridge to reach our destination.,私たちは目的地に到達するために橋を渡りました。,1624024
bright,adjective,"CoreInventory_1: 

CoreInventory 2: 

Threshold: ",,bright,"輝いている,びかびかの(shining)  / うららかな,晴れた  / 生き生きした,元気のよい(cheerful)  / 未望な(promising)  / (色が)鮮やかな,鮮明な(clear)  / りこうな(clever),気のきいた(smart)  / 明るく,輝いて(brightly)",,"輝いている,びかびかの(shining)  / うららかな,晴れた  / 生き生きした,元気のよい(cheerful)  / 未望な(promising)  / (色が)鮮やかな,鮮明な(clear)  / りこうな(clever),気のきいた(smart)  / 明るく,輝いて(brightly)",/braɪt/,5234,The sky was a bright blue.,空は明るい青色だった。,1624025
bring,verb,"CoreInventory_1: 

CoreInventory 2: 

Threshold: ",,bring,"〈物〉‘を'持ってくる  / 〈人が〉(…に)〈人〉‘を'連れてくる《+名〈人〉+to+名》  / 〈物事が〉(…に)〈人〉‘を'来させる,引き寄せる《+名+to+名》  / 〈物事〉をもたらす,引き起こす  / (ある状態・結果・動作などに)…‘を'する  / (…に対して)〈訴訟〉を起こす《+名+for(against)+名》",,"〈物〉‘を'持ってくる  / 〈人が〉(…に)〈人〉‘を'連れてくる《+名〈人〉+to+名》  / 〈物事が〉(…に)〈人〉‘を'来させる,引き寄せる《+名+to+名》  / 〈物事〉をもたらす,引き起こす  / (ある状態・結果・動作などに)…‘を'する  / (…に対して)〈訴訟〉を起こす《+名+for(against)+名》",/brɪŋ/,5251,He brought a cake to the party.,彼はパーティーにケーキを持ってきた。,1624026
broken,adjective,"CoreInventory_1: 

CoreInventory 2: 

Threshold: ",,broken,"breakの過去分詞 / 『壊れた』,折れた,破れた,裂けた / 『破られた』 / (苦労・悲嘆などで)打ちのめされた,意気消沈した,衰弱した / 切れ切れの,断続的な / 完全でない,半端な / 滑らかでない,でこぼこの / (機械などが)故障した,だめになった / (馬が)慣らされた,調教された / (言語が)不完全に話される / 破産した",,"breakの過去分詞 / 『壊れた』,折れた,破れた,裂けた / 『破られた』 / (苦労・悲嘆などで)打ちのめされた,意気消沈した,衰弱した / 切れ切れの,断続的な / 完全でない,半端な / 滑らかでない,でこぼこの / (機械などが)故障した,だめになった / (馬が)慣らされた,調教された / (言語が)不完全に話される / 破産した",/ˈbrəʊkən/,5324,The broken vase lay shattered on the floor.,床に割れた花瓶が散乱していた。,1642037
brother,noun,"CoreInventory_1: Family life

CoreInventory 2: 

Threshold: Personal identification",,brother,"兄弟,兄,弟  / 同僚,仲間;同業者  / 《文》同胞;同一教会員,同じ信仰の友  / (失望・不快・驚きを表して)いまいましい,ちきしょう",,"兄弟,兄,弟  / 同僚,仲間;同業者  / 《文》同胞;同一教会員,同じ信仰の友  / (失望・不快・驚きを表して)いまいましい,ちきしょう",/'brʌðər/,5359,My brother and I are going to the movies.,私の兄弟と私は映画に行く予定だ。,1624046
brown,adjective,"CoreInventory_1: 

CoreInventory 2: 

Threshold: ",,brown,"褐色の,茶色の  / 日に焼けた  / 褐色,茶色,トビ色",,"褐色の,茶色の  / 日に焼けた  / 褐色,茶色,トビ色",/ braʊn /,5370,The brown fox jumped over the fence.,茶色いキツネがフェンスを越えてジャンプした。,1624416
brush,noun,"CoreInventory_1: Education

CoreInventory 2: Objects and rooms

Threshold: Shopping",,brush,"ブラシ,はけ,毛筆,画筆 / ブラシをかけること, 絵筆を使うこと,画法 / ブラシに似た物（キツネのしっぽなど）/ 小ぜり合い,いざこざ /  《…が》かすること, 軽く触れること《of ...》 / (モーターの)ブラシ,刷子",,"ブラシ,はけ,毛筆,画筆 / ブラシをかけること, 絵筆を使うこと,画法 / ブラシに似た物（キツネのしっぽなど）/ 小ぜり合い,いざこざ /  《…が》かすること, 軽く触れること《of ...》 / (モーターの)ブラシ,刷子",/brʌʃ/,3207982,I need to buy a new brush for my hair.,髪の毛用に新しいブラシを買わなければなりません。,3008627
brush,verb,"CoreInventory_1: 

CoreInventory 2: 

Threshold: ",,brush,"…にブラシをかける, をブラシでこする(みがく,払う) / (ブラシをかけるようにして,手で)…を払いのける / (通りすがりに)…をかする, に軽く触れる / 《…を》かすめて通る,かする《past, by, against ...》",,"…にブラシをかける, をブラシでこする(みがく,払う) / (ブラシをかけるようにして,手で)…を払いのける / (通りすがりに)…をかする, に軽く触れる / 《…を》かすめて通る,かする《past, by, against ...》",/brʌʃ/,5396,I brush my hair every morning.,毎朝、私は髪にブラシをかけます。,3009057
bucket,noun,"CoreInventory_1: Objects and rooms

CoreInventory 2: 

Threshold: Shopping",,bucket,"バケツ,手おけ;(井戸の)つるべ  / バケツ状の物;(水車・タービンなどの)水受け;(ポンプの)吸い子  / バケツ1杯(の…)(bucketful)《+of+名》",,"バケツ,手おけ;(井戸の)つるべ  / バケツ状の物;(水車・タービンなどの)水受け;(ポンプの)吸い子  / バケツ1杯(の…)(bucketful)《+of+名》",/ˈbʌkɪt/,5440,The man filled a bucket with water.,男はバケツに水を満たした。,1624047
build,verb,"CoreInventory_1: 

CoreInventory 2: 

Threshold: ",,build,"〈物〉'を'組み立てる,造る,建造する,建築する  / (年月をかけて)〈事〉'を'作り上げる,築き上げる;《受動態で》〈体・性質〉'を'作る",,"〈物〉'を'組み立てる,造る,建造する,建築する  / (年月をかけて)〈事〉'を'作り上げる,築き上げる;《受動態で》〈体・性質〉'を'作る",/bɪld/,5500,He built a house on the hill.,彼は丘の上に家を建てた。,1624048
building,noun,"CoreInventory_1: Things in the town, shops and shopping

CoreInventory 2: 

Threshold: House and home, environment",,building,"〈C〉『建物』,ビルディング;(一般に)建造物 / 〈U〉建築,建築術",,"〈C〉『建物』,ビルディング;(一般に)建造物 / 〈U〉建築,建築術",/ˈbɪldɪŋ/,5502,The high-rise building was built in the city center.,高層ビルが市街地の中心に建てられた。,1624049
burger,noun,"CoreInventory_1: Food and drink

CoreInventory 2: 

Threshold: Food and drink",,burger,ハンバーガー,,ハンバーガー,/ˈbɜːrɡər/,5627,"I'm hungry, so let's go get a burger.",私はお腹が空いたので、バーガーを食べに行こう。,1624050
bus,noun,"CoreInventory_1: Ways of travelling

CoreInventory 2: Things in the town, shops and shopping

Threshold: Travel",,bus,バス,,バス,/bʌs/,5676,I will take the bus to school.,学校へはバスに乗るつもりです。,1624051
business,noun,"CoreInventory_1: Work and jobs

CoreInventory 2: 

Threshold: Daily life",,business,"〈U〉(生計のための)職業,商売;任務,仕事 / 〈C〉店,会社,商社 / 〈U〉商取引,商売 / 〈C〉事,事柄([[matter]],[[affair]]);用事,用件 / 《おもに否定文・疑問文で》(個人的)関心事,責任のある事",,"〈U〉(生計のための)職業,商売;任務,仕事 / 〈C〉店,会社,商社 / 〈U〉商取引,商売 / 〈C〉事,事柄([[matter]],[[affair]]);用事,用件 / 《おもに否定文・疑問文で》(個人的)関心事,責任のある事",/ˈbɪznɪs/,5692,He has been in the business for 15 years.,彼は15年間そのビジネスに従事してきました。,1624417
busy,adjective,"CoreInventory_1: 

CoreInventory 2: 

Threshold: ",,busy,"《...で》忙しい,多忙な《with ...》  / 《...するのに》忙しい《~ doing》 / (場所が)にぎやかな  / 《米》(電話が)使用中の(《英》engaged)",,"《...で》忙しい,多忙な《with ...》  / 《...するのに》忙しい《~ doing》 / (場所が)にぎやかな  / 《米》(電話が)使用中の(《英》engaged)",/ˈbɪzi/,5717,The office is busy today.,今日のオフィスは忙しいです。,1624052
but,conjunction,"CoreInventory_1: 

CoreInventory 2: 

Threshold: ",,but,"《等位接続詞》《先に述べたことに反対・対照する内容の語・句・節を導いて》しかし,だが,けれども / 《前にある否定語と対応して》…でなくて  / …を除いて,以外に([[except]]) /《しばしばthatを伴って》…でなければ,でないと([[unless]])",,"《等位接続詞》《先に述べたことに反対・対照する内容の語・句・節を導いて》しかし,だが,けれども / 《前にある否定語と対応して》…でなくて  / …を除いて,以外に([[except]]) /《しばしばthatを伴って》…でなければ,でないと([[unless]])",/bʌt/,5721,"I want to go to the beach, but it's raining outside.",海に行きたいけど、外は雨が降っている。,1625211
butter,noun,"CoreInventory_1: Food and drink

CoreInventory 2: 

Threshold: Food and drink",,butter,バター  / (バターに似た)パンに塗る食品,,バター  / (バターに似た)パンに塗る食品,/ˈbʌtər/,5733,I spread butter on my toast this morning.,今朝はトーストにバターを塗った。,1624053
butterfly,noun,"CoreInventory_1: 

CoreInventory 2: 

Threshold: ",,butterfly,"〈Ｃ〉チョウ / 《話・通例複数形で》不安, 緊張, 胸騒ぎ / 〈U〉(水泳で)バタフライ",,"〈Ｃ〉チョウ / 《話・通例複数形で》不安, 緊張, 胸騒ぎ / 〈U〉(水泳で)バタフライ",/ˈbʌtərflaɪ/,5740,The butterfly fluttered around the garden.,蝶が庭で飛び回っていた。,1624054
button,noun,"CoreInventory_1: Clothes

CoreInventory 2: 

Threshold: Shopping",,button,"(衣服の)ボタン  / 記章,バッジ  / (ベルなどの)押しボタン",,"(衣服の)ボタン  / 記章,バッジ  / (ベルなどの)押しボタン",/ˈbʌtn̩/,5746,Press the button to turn on the light.,ライトを点けるためにボタンを押してください。,1624055
buy,verb,"CoreInventory_1: 

CoreInventory 2: 

Threshold: ",,buy,〈他〉…を買う / (ある金額で) …が買える / (代償を払って)…を獲得する,,〈他〉…を買う / (ある金額で) …が買える / (代償を払って)…を獲得する,/baɪ/,5754,I will buy a new car.,新しい車を買おう。,1624056
by,preposition,"CoreInventory_1: 

CoreInventory 2: 

Threshold: ",,by,"《場時・位置》…のそばに, の近くに / 《期限・期間》…までに,の間に / 《根拠・理由》…によって / …を単位として / 《手段・方法》…で, によって",,"《場時・位置》…のそばに, の近くに / 《期限・期間》…までに,の間に / 《根拠・理由》…によって / …を単位として / 《手段・方法》…で, によって",/baɪ/,5765,The new store is located by the train station.,新しい店は駅の近くに位置しています。,1625221
bye,noun,"CoreInventory_1: 

CoreInventory 2: 

Threshold: ",,bye,"さよなら, じゃあまた",,"さよなら, じゃあまた",/baɪ/,5769,Bye for now.,またね。,1624057
cafe/café,noun,"CoreInventory_1: Things in the town, shops and shopping

CoreInventory 2: 

Threshold: Food and drink",,cafe,"〈C〉『喫茶店』([[coffeehouse]]),小レストラン);《英》(酒類を出さない)『軽食堂』 / 〈C〉バー,キャバレー,ナイトクラブ",,"〈C〉『喫茶店』([[coffeehouse]]),小レストラン);《英》(酒類を出さない)『軽食堂』 / 〈C〉バー,キャバレー,ナイトクラブ",/kæˈfeɪ/,5902,I'm going to meet my friend at the cafe later.,私は後で友達にカフェで会う予定です。,1623047
cake,noun,"CoreInventory_1: Food and drink

CoreInventory 2: 

Threshold: Food and drink",,cake,"〈U〉〈C〉ケーキ,洋菓子  / 〈C〉平たい焼きパン(パンケーキなど)  / 〈C〉一定の形の塊にした食物  / 〈C〉(…の)ケーキ状の塊《+of+名》",,"〈U〉〈C〉ケーキ,洋菓子  / 〈C〉平たい焼きパン(パンケーキなど)  / 〈C〉一定の形の塊にした食物  / 〈C〉(…の)ケーキ状の塊《+of+名》",/keɪk/,5926,I bought a cake for my friend's birthday.,友達の誕生日にケーキを買いました。,1624058
call,verb,"CoreInventory_1: 

CoreInventory 2: 

Threshold: Services",,call,"〈他〉を呼ぶ / 〈人〉に電話をかける / 〈自〉《...を》訪問する《on, at ...》",,"〈他〉を呼ぶ / 〈人〉に電話をかける / 〈自〉《...を》訪問する《on, at ...》",/kɔːl/,5995,I'm going to make a call to my friend.,友達に電話をかけるつもりだ。,1624059
camera,noun,"CoreInventory_1: Objects and rooms

CoreInventory 2: 

Threshold: Travel",,camera,"カメラ,写真機  / テレビ[用]カメラ",,"カメラ,写真機  / テレビ[用]カメラ",/ˈkæmərə/,6060,I bought a new camera yesterday.,昨日新しいカメラを買いました。,1624418
camp,noun,"CoreInventory_1: Leisure activities

CoreInventory 2: 

Threshold: Free time, entertainment",,camp,"〈Ｃ〉(軍隊・登山隊・探検隊などの) 野営地 / 〈Ｃ〉〈U〉野営のテント / 〈U〉野営,キャンプ",,"〈Ｃ〉(軍隊・登山隊・探検隊などの) 野営地 / 〈Ｃ〉〈U〉野営のテント / 〈U〉野営,キャンプ",/kæmp/,6068,The children went to the camp for the summer holidays.,子どもたちは夏休みにキャンプに行った。,1624060
can,modal auxiliary,"CoreInventory_1: 

CoreInventory 2: 

Threshold: ",,can,"《能力》...することができる / 《話》《許可・軽い命令》…してもよい; 《疑問文で》…してくれませんか / 《平叙文で》《可能性・推量》…であり得る, ...しうる / 《否定文で》…のはずがない,ではあり得ない / 《疑問文で》いったい…だろうか　",,"《能力》...することができる / 《話》《許可・軽い命令》…してもよい; 《疑問文で》…してくれませんか / 《平叙文で》《可能性・推量》…であり得る, ...しうる / 《否定文で》…のはずがない,ではあり得ない / 《疑問文で》いったい…だろうか　",/kæn/,6096,I can swim.,私は泳ぐことができます。,3009219
candy,noun,"CoreInventory_1: Food and drink

CoreInventory 2: 

Threshold: Food and drink",,candy,"《米》砂糖菓子,キャンデー(《英》sweets)  / 《英》氷砂糖(sugar candy)",,"《米》砂糖菓子,キャンデー(《英》sweets)  / 《英》氷砂糖(sugar candy)",/ˈkændi/,6146,I bought some candy at the store.,私はストアでいくつかのキャンディを買った。,1624061
cap,noun,"CoreInventory_1: Clothes

CoreInventory 2: 

Threshold: Shopping",,cap,"(縁のない)帽子,制帽  / (形・用途が)帽子に似たもの;万年筆のキャップ,時計の中ぶた,びんのふた,キノコのかさなど  / (銃弾の)雷管;おもちゃのピストル玉  / 頂上,最高",,"(縁のない)帽子,制帽  / (形・用途が)帽子に似たもの;万年筆のキャップ,時計の中ぶた,びんのふた,キノコのかさなど  / (銃弾の)雷管;おもちゃのピストル玉  / 頂上,最高",/kæp/,6225,He was wearing a red cap.,彼は赤いキャップをかぶっていた。,1624062
car,noun,"CoreInventory_1: Things in the town, shops and shopping

CoreInventory 2: Ways of travelling

Threshold: Travel",,car,"自動車(automobile)電車(streetcar)  / 《米》(鉄道の)車両;客車,貨車  / (気球などの)かご;(エレベーターの)箱",,"自動車(automobile)電車(streetcar)  / 《米》(鉄道の)車両;客車,貨車  / (気球などの)かご;(エレベーターの)箱",/kɑr/,6302,I bought a new car.,私は新しい車を買った。,1624063
card,noun,"CoreInventory_1: Shopping

CoreInventory 2: Objects and rooms

Threshold: Shopping",,card,"〈C〉カード / 招待状, 名刺, 入場券 / 《話》おもしろい人 / 《米話》(スポーツ試合などの)好い組み合わせ",,"〈C〉カード / 招待状, 名刺, 入場券 / 《話》おもしろい人 / 《米話》(スポーツ試合などの)好い組み合わせ",/kɑːrd/,6362,I received a birthday card from my friend.,友達からバースデーカードを受け取りました。,1624064
care,verb,"CoreInventory_1: 

CoreInventory 2: 

Threshold: Health and body care",,care,"気にする,心配する,関心がある  / …したいと思う,欲する,好む",,"気にする,心配する,関心がある  / …したいと思う,欲する,好む",/keər/,6383,When he lost his watch he didn't seem to care.,時計を無くしても彼は気にしていない様子だった。,64736
careful,adjective,"CoreInventory_1: 

CoreInventory 2: 

Threshold: ",,careful,"(人が)注意深い, 気をつけている / 《…を》たいせつにしている, 気にかけている《of ...》 / (仕事などが) 入念な, 綿密な",,"(人が)注意深い, 気をつけている / 《…を》たいせつにしている, 気にかけている《of ...》 / (仕事などが) 入念な, 綿密な",/'kɛr.fəl/,6389,Be careful with the glass.,ガラスに気をつけてください。,1624066
carefully,adverb,"CoreInventory_1: 

CoreInventory 2: 

Threshold: ",,carefully,"注意深く,気をつけて",,"注意深く,気をつけて",/'kɛːr.fə.li/,6390,He opened the door carefully.,彼は丁寧にドアを開けた。,1624067
carry,verb,"CoreInventory_1: 

CoreInventory 2: 

Threshold: ",,carry,"〈他〉を運ぶ / 《...が身につけて》…を持ち歩く《about, with, on ...》, 〜を取り扱っている、〜を売っている / 〈自〉(ある距離まで) 達する, 届く",,"〈他〉を運ぶ / 《...が身につけて》…を持ち歩く《about, with, on ...》, 〜を取り扱っている、〜を売っている / 〈自〉(ある距離まで) 達する, 届く",/'kæri/,6471,He carried the heavy box for me.,彼は私のために重い箱を運んだ。,1624068
cartoon,noun,"CoreInventory_1: Hobbies and pastimes

CoreInventory 2: 

Threshold: Free time, entertainment",,cartoon,(政治的な)風刺漫画・(モザイク・壁掛け・壁画などの)実物大の下絵・ / (一続きの)漫画・…'を'漫画化する・(1 枚の時事)風刺漫画・アニメ映画，動画（animated cartoon）・(新聞などの)続き漫画・(壁画などの)実物大下絵・漫画を描く,,(政治的な)風刺漫画・(モザイク・壁掛け・壁画などの)実物大の下絵・ / (一続きの)漫画・…'を'漫画化する・(1 枚の時事)風刺漫画・アニメ映画，動画（animated cartoon）・(新聞などの)続き漫画・(壁画などの)実物大下絵・漫画を描く,/kɑrˈtuːn/,6498,I watched a cartoon on TV last night.,昨晩テレビで漫画を見ました。,1624069
case,noun,"CoreInventory_1: Objects and rooms

CoreInventory 2: 

Threshold: ",,case,"〈C〉《...の》実例, 事例 《of ...》 / 《the ~》実情 / 〈C/U〉場合 / 〈C〉訴訟事件, 判例",,"〈C〉《...の》実例, 事例 《of ...》 / 《the ~》実情 / 〈C/U〉場合 / 〈C〉訴訟事件, 判例",/keɪs/,6515,"In this case, you should consult a lawyer.",この場合、弁護士に相談するべきです。,1624070
cat,noun,"CoreInventory_1: 

CoreInventory 2: 

Threshold: ",,cat,"猫;(ライオン,トラ,ヒョウなどの)ネコ科の動物",,"猫;(ライオン,トラ,ヒョウなどの)ネコ科の動物",/kæt/,6583,The cat is sleeping in the bed.,猫はベッドで寝ています。,1624071
catch,noun,"CoreInventory_1: 

CoreInventory 2: 

Threshold: ",,catch,"捕まえること,捕獲 / がっちり捕らえて動かなくする物, (戸の)掛け金, (機械の)歯止め / 捕らえた物, 捕獲量,(特に)漁獲高 / 手に入れる価値のある人(物),(特に)いい結婚相手 / キャッチボール / (声・息の一時的な)途切れ / 《話》(人を引っ掛ける)わな,策略",,"捕まえること,捕獲 / がっちり捕らえて動かなくする物, (戸の)掛け金, (機械の)歯止め / 捕らえた物, 捕獲量,(特に)漁獲高 / 手に入れる価値のある人(物),(特に)いい結婚相手 / キャッチボール / (声・息の一時的な)途切れ / 《話》(人を引っ掛ける)わな,策略",/'kætʃ/,3207983,He made a great catch in the baseball game.,彼は野球の試合で素晴らしいキャッチをした。,3008630
catch,verb,"CoreInventory_1: 

CoreInventory 2: 

Threshold: ",,catch,…を捕らえる / 〈動いている物〉をつかみ取る / 〈列車など〉に間に合う/ 〈伝染性の病気〉にかかる / 《副詞[句]を伴って》引っかかる,,…を捕らえる / 〈動いている物〉をつかみ取る / 〈列車など〉に間に合う/ 〈伝染性の病気〉にかかる / 《副詞[句]を伴って》引っかかる,/kætʃ/,6622,I catch the ball.,私はボールを捕らえる。,3009301
CD,noun,"CoreInventory_1: Hobbies and pastimes

CoreInventory 2: 

Threshold: Free time, entertainment",,CD,（音楽を聴くためなどに使う）コンパクトディスク,,（音楽を聴くためなどに使う）コンパクトディスク,/siːˈdiː/,1817198,I bought a new CD yesterday.,昨日新しいCDを買った。,1624072
CD player,noun,"CoreInventory_1: Objects and rooms

CoreInventory 2: 

Threshold: House and home, environment",,CD player,（音楽を聴くための）CDプレーヤー,,（音楽を聴くための）CDプレーヤー,/siː diː ˈpleɪər/,1817199,I bought a new CD player for my car.,私は車のために新しいCDプレーヤーを買った。,1624073
celebrate,verb,"CoreInventory_1: 

CoreInventory 2: 

Threshold: ",,celebrate,"(儀式・祝典などを行って)…'を'祝う  / 〈人・行為など〉'を'世に知らせて賞賛する  / 〈儀式・結婚式など〉'を'挙行する,執り行う  / ミサを行う  / 《話》浮かれ騒ぐ",,"(儀式・祝典などを行って)…'を'祝う  / 〈人・行為など〉'を'世に知らせて賞賛する  / 〈儀式・結婚式など〉'を'挙行する,執り行う  / ミサを行う  / 《話》浮かれ騒ぐ",/səˈlɛbreɪt/,6765,We will celebrate our success!,成功を祝おう！,1624419
