cefr,headword,pos,first_meaning,meaning_raw,issues
A1,repeat,verb,をおうむ返しに言う,"〈自分がすでに一度言ったこと)‘を'繰り返して言う  / 〈他人の言ったこと〉‘を'おうむ返しに言う;…‘を'他の人に繰り返して言う  / …‘を'暗記して言う,暗唱する  / …‘を'繰り返して行う(do again)  / (食べたあとで)〈食物の〉味が残る  / 〈小数が〉循環する",
A1,reporter,noun,報告者,"報告者,申告者  / 報道員,探訪記者  / 判決記録係",
A1,restaurant,noun,レストラン料理店,"レストラン料理店,(大ホテル・劇場などの)食堂",
A1,result,noun,結果,〈U〉〈C〉結果 / 《複数形で》(試験・競技などの) 成績,
A1,review,noun,再調査,"〈C〉《…の》再調査,再検討;《米》復習 《of ...》 /  〈U〉〈C〉回顧,反省  / 〈C〉批評, 評論 / 〈C〉観兵式",
A1,ribbon,noun,リボン,"〈C〉(装飾・包装などに用いる) リボン / リボン状の物,細長い物 / 《複数形で》細かく裂けた物",
A1,rice,noun,米,米(欧米ではプディングやケーキの原料にも用いる)  / イネ(稲),too_short
A1,rich,adjective,金持ちの,"金持ちの, 富んだ / ぜいたくな / 豊かな / 濃い / 《話》非常におもしろい,こっけいな",
A1,ride,noun,乗ること,(馬・乗物などに)乗ること,
A1,ride,verb,乗って行く,"《...に》乗って行く, 乗っている《on, in ...》 / 〈乗り物など〉に乗って行く",
A1,right,adjective,右の,"右の, 右側の / (政治上)右派の,保守的な / (道徳的に)正しい,正当な,正義の / (人の判断・意見などが)間偉いのない / (事実に合って)正確な  /",
A1,right,adverb,まっすぐに,《話》まっすぐに / 《話》きっかり / 《米話》すぐに,
A1,ring,verb,鳴る,〈自〉〈鐘・ベルなどが〉鳴る / 〈他〉〈鐘・ベルなど〉を鳴らす /  〈人〉を(鐘などを)鳴らして呼ぶ,
A1,river,noun,川,"川  / (水以外のものの)流れ,多量の流出《+of+名》",too_short
A1,role,noun,役,"(役者が演じる)役  / (一般に)役割,任務",too_short
A1,room,noun,部屋,"〈C〉部屋,室  / 〈U〉(人・物の占める)場所,空間(space)  / 〈U〉(事を)受け人れる余地《+for+名(doing)  / 《the room》《集合的に》部屋にいる人々,同席している人たち  / 〈C〉《複数形で》(一部屋または数部屋ある)貨し間,下宿",
A1,rose,noun,バラの花,〈C〉バラの花 / バラの木 / 〈U〉バラ色,
A1,row,noun,列,"〈C〉《人や物の》(特にまっすぐな)列, 並び《of ...》 / (劇場・教室などの)座席の列 / (両側に建物の並んだ) 通り, 《しばしば町名として》…通り",too_short
A1,rude,adjective,失礼な,"(人・人の行為が)『失礼な』,無作法な / 《名詞の前にのみ用いて》大ざっぱに作った,粗雑な / 《名詞の前にのみ用いて》荒々しい,激しい,突然の / 未開の,原始的な / 《名詞の前にのみ用いて》未加工の,自然のままの",
A1,rule,noun,規則,"〈C〉規則,規定;法則  / 〈C〉慣例,慣習;通例,通則  / 〈U〉支配,統治;統治期間;統治権  / 〈C〉ものさし,定規(ruler)",
A1,ruler,noun,支配者,"支配者,統治者  / 定規",
A1,run,noun,走ること,走ること / 競走 / 運営 / 試み / 続行 / 流れ / 一連の行動 / 駆け引き,
A1,run,verb,走る,"走る,駆ける / 〈人が〉(…に)急ぐ,突進する《+for(to)+名》  / さっと逃げる,走り去る  / 急いで(とょっと)出かける(尋ねる)  / 〈乗り物が〉走る,(定期的に)運行する  / 自由に動く(動き回る)  / (…に)立候補する《+for+名》  / (進行形にできない)(ある方向へ)延びている,続いている  / (ある方向へ)〈植物が〉伸びている,はい延びている  / 〈物事",
A1,sad,adjective,悲しい,"(人が)悲しい  / (表情などが)悲しそうな;(物事が)悲しむ  / べき,残念な  / 《名試の前にのみ用いて》ひどい,みじめな,貧習な  / (色が)くすんだ",
A1,sailor,noun,水夫,"『水夫』,船員,海員 / (海軍士官に対して)水兵 / 《形容詞を伴って》船に…な人",
A1,salad,noun,サラダ,〈U〉UC〉サラダ  / 〈U〉(レタスなどの)サラダ菜,
A1,sale,noun,販売,"〈U〉〈C〉(…の)販売,売却,売れ行き,需要《+of(for)+名》  / 〈C〉特売,安売り  / 《複数形で》販売[の仕事];売り上げ[高]",
A1,same,adjective,同じ,"《the ~》同じ, 《...と》同一の《as節, that節, wh-節》",
A1,same,adverb,同じく,同じく / 同様に / 同一の状態で / まったく同じように,
A1,same,pronoun,同じく,同じく / 同一の / 同様の / 同一人物 / 同一物 / 同一のもの / 同じ人 / 同じもの / 同じくらい,
A1,sandwich,noun,サンドイッチ,"サンドイッチ  / サンドイッチのようにはさまれた物  / (…の間に)…‘を'はさむ,(時間的に)…‘を'差し込む《+名+between+名》",
A1,save,verb,を救う,〈他〉(危害・損失・危機などから)を救う / （金など）を残しておく / を節約する / を安全に保つ / 〈自〉《...のために》貯金する《up for ...》 / 《...を》節約する《on ...》,
A1,saw,verb,seeの過去,seeの過去,has_ascii_letter
A1,say,verb,「…」と言う,"《直接話法で》「…」と言う;《人に》「…」と言う《to 〈人〉》 / (意見として)…を言う,を述べる / 〈時計などが〉〈時刻など〉を示している;〈本・新聞などが〉…と言っている / 言う,話す,断言する",has_dots
A1,school,noun,学校,"〈C〉(施設としての) 学校 / (大学の) 学部 / 校舎 / (学問・芸術などの) 派, 流派 /〈U〉《冠詞をつけないで》 授業, 授業時間 /",
A1,science,noun,科学,"〈U〉科学;(特に)自然科学  / 〈C〉(個々の)科学,学問  / 〈U〉〈C〉(修練を要する)技術,わざ",
A1,scientist,noun,科学者,"科学者,自然科学者",
A1,sea,noun,海,"〈U〉海,海洋；〖形容詞的に〗海の；...海；波；海岸",too_short
A1,seat,noun,腰掛け,"腰掛け  / 座席,席  / (腰掛けの)腰をおろす部分;(体・ズボン・パンツの)しりの部分,しり  / (権威の)座,地位,身分;(議会における)議席《+in+名》  / (…の)予約席《+for+名》  / (…の)所在地,ありか,中心地《+of+名》  / (馬・自転車などの)乗り方",
A1,second,adjective,第2の,"《通例the~》第2の,2番目の, 二度目の《略》[[2nd]],[[sec.]]) / 《A ~ +名で》もう一つの,別の / 一級(最上)のものに次ぐ,二流の / (自動車の変速機の)第2速の / 低音(声)部の,第2の",
A1,section,noun,部分,"〈C〉(全体を構成する個々の) 部分,部品 / (内部構造を示す)断面図 / 〈U〉切断すること /",
A1,see,verb,が見える,"が見える, を見る / 名所など〉を見物する / を理解する / 見える / 理解する",
A1,self,noun,自己,"(他人と区別して)自己,自分,自身  / 〈C〉(人・物の)本質,個性;性格の一面  / 〈U〉私利,私欲,私心  / 同じ材料でできた,共ぎれの",
A1,sell,verb,を売る,〈他〉を売る / を販売する,
A1,sentence,noun,文章,"文章 / 判決,(刑の)宣",
A1,set,verb,…を置く,"〈他〉(ある場所に)…を置く / 《...に》...をつける《to ...》 /   (課題・模範として)…を課す / を向ける / 《…に》…を配置する《at, around, on ...》 / (ある状態に)…をする / 〈機械・器具など〉を調節する / 〈日時・制限など〉を定める / 〈自〉〈太陽などが〉沈む /",has_dots
A1,seven,number,7,"〈C〉(数の)7;7の記号(7,VIIなど)  / 〈U〉7時,7分;7歳  / 〈C〉(カードの)7の札  / 〈C〉七つ(7人,7個)一組のもの  / 〈U〉《複数扱い》7人,7個  / 71の,7人の,7個の  / 《補語にのみ用いて》7歳の(で)",too_short
A1,seventeen,number,17,"〈C〉(数の)17,17の記号(17,XVIIなど)  / 〈U〉(24時間制の)17時;17分;17歳  / 〈U〉《複数扱い》17人,17個  / 17の,17人の,17個の  / 《補語にのみ用いて》17歳の(で)",
A1,seventy,number,70,"〈C〉(数の)70,70の記号(70,LXXなど)  / 〈U〉70歳  / 〈U〉《複数扱い》70人,70固  / 《the seventies》(世紀の)70年代;《one's seventies》(年齢の)70代  / 70の,70人の,70個の  / 《補語にのみ用いて》70歳の(で)",
A1,shake,noun,揺ること,"〈C〉揺ること;揺れ;震え  / 《the shakes》《話》(熱・寒けによる)身震い,悪寒(おかん)",
A1,share,verb,を共にする分配にあずかる,〈他〉を共にする〈自〉《...の》分配にあずかる《 in ...》,
A1,sheep,noun,羊,"羊  / 気の弱い人,人に引きずられやすい人",too_short
A1,shelf,noun,たな,"たな  / (がけの)岩だな;(海・川の)砂州,岩礁",
A1,ship,noun,船,"(おもに大洋を航行する)船,大型船  / (船の)乗組員  / 《話》飛行機,飛行船;宇宙船  / シップ型帆船",too_short
A1,shirt,noun,シャツ,"(えり付きの男物)シャツ,ワイシャツ  / 《米》(下着の)シャツ,はだ着(undershirt)",
A1,shoe,noun,靴,靴;《英》短靴  / 靴形の物;(馬の)てい鉄(horseshoe);(杖・棒の)石突き;(自動車の)タイヤの外包み;(ブレーキの )輪止め;(そりの)すべり金,too_short
A1,shop,noun,小売店,"〈C〉《おもに英》小売店,商店(《米》store)  / 《米》(百貨店などの中にある)小さい専門店  / 〈C〉(サービス業の)店  / 〈C〉仕事場,作業場",
A1,shopping,noun,買物・買物の,"『買物』・買物の,買物のための",
A1,short,adjective,短い,"(長さ・時間・距離などが)短い,近い・(人が)背が低い・(数量・期間などが)不足の,乏しい;目標(標準)に達しない・(文などが)簡潔な,手短な・そっけない,ぞんぞいな,無愛想な・(ケーキなどが)かりかりする,さくさくする・(母音・音節が)短い;(詩の行の母音が)強勢のない",
A1,short,adverb,急に,"急に,突然",
A1,should,modal auxiliary,...すべきである,...すべきである / ...のはずである / 《~ have 過去分詞》 …すべきだったのに； …してしまっているはずだ / 《疑問詞とともに用いて》いったい…かしら / 《現在または未来に反する仮定に対して》…だろうに / 《条件節・譲歩節に用いて》万一…だとしたら / 《感情・判断などの表現に続くthat節に用いて》 …するとは / 《命令・提案・願望などの表現に続くthat節に用いて》 …,
A1,shoulder,noun,肩,"肩;《複数形で》(両肩を含む)上背部  / 《複数形で》(責任・重荷を負う)双肩,責任を負う能力  / 肩に似た部分 / (服の)肩[の部分] / (山などの)肩 / (道路の)肩  / 肩肉",too_short
A1,show,verb,を見せる,"〈物・姿・感情など〉を見せる,示す / …を示して教える / …を明らかにする,証明する /《副詞[句]を伴って》〈人〉を案内する / …を展示する;〈映画,劇など〉を上映する / 見える,姿を見せる / (ある状態に)見える《+形〈補〉》(進行形にできない) /《話》〈人が〉展示会を催す;商品を陳列する;〈映画・撃などが〉上映される",
A1,shower,noun,にわか雨,"《しばしば複数形で》にわか雨,にわか雪(あられ)  / (涙 / 弾丸 / 祝福 / 批判などの)雨,(…の)洪水《+of+名》 / 《米》共同して金を集めてお祝いのプレゼントを贈ること,祝い品贈呈会(特に結婚や出産を控えた婦人を祝って贈物をするパーティー)  / (またshower bath)  / シャワー",
A1,shy,adjective,恥ずかしがり屋の,"(人が)『恥ずかしがり屋の』,内気な;(態度などが)恥ずかしそうな,引っ込み思案の / (動物が)『おく病な』,びくびくする / 《補語にのみ用いて》(…を)用心する,警戒する,ためらう,いやがる《+『of』+『名』(do『ing』)》 / 《補語にのみ用いて》《米語》(…が)足りない,欠けている(short)《+『of』+『名』》",
A1,sick,adjective,病気の,"(人が)病気の / 《補語にのみ用いて》《…に》うんざりして,あきあきして《of ...》 / 《補語にのみ用いて》《…に》がっかりして《at, about ...》",
A1,side,noun,面,"〈C〉(物体の) 面 / (物体の) 側面, わき / (中心線・分離線から見た) 片側 / (中心部分から見て)…側 / 《単数形で》(人の) そば",too_short
A1,sight,noun,視力,"〈U〉視力,視覚(vision) / 〈U〉《時にa ~》(…を)見ること《+of+名》 / 〈U〉見える範囲,視野,視界 / 〈C〉景色,光景,眺め / 《the sights》名所 / 〈U〉見解 / 〈C〉《しばしば複数形で》(望遠鏡などの)照準器,照尺,照星 / 〈C〉《a ~》《話》ひどいもの / 《a ~》多数(の…),多量(の…)《+of+名》;《副詞的に用いて》うんと,ずっと:a ",
A1,sign,noun,表れ,"(ある事実・状態・感情などの)表れ,印,気配,徴侯(indication);(…の)こん跡,計跡《+of+名》・身ぶり,手まね,合図  / 標識,看板  / (数学・音楽などの)記号  / (…の)象徴,シンボル(symbol)《+of+名》 / 《文》(…の)前兆,きざし《+of+名》 / 宮(きゅう)(黄道12区分の一つ)",
A1,sing,verb,歌う,"歌う;(…に)歌って聞かせる《+to(for)+名》;(楽器に合わせて)歌う《+to+名》 / 〈小鳥 / 虫などが〉鳴く,さえずる  / 《文》(…を)詩(歌)にする,(詩(歌)を詠んで)賛美する《+of+名》 / 〈小川 / 風 / 弾丸 / 湯沸かし / 耳などが〉歌うように鳴る / 《米語》自白する;密告する / 〈歌〉‘を'歌う / 《副詞[句]を伴って》歌って…‘を'(…に)する / ",
A1,singer,noun,歌う人,"歌う人,(特に本職の)歌手",
A1,sir,noun,あなた,"《時にS-》《冠詞なしで》《男性の目上の人・見知らぬ人・店の客・上官・先生・議長などに対する敬った丁寧な呼び掛け語として》あなた,だんな,先生,(警官などが男性を呼び止めて)おい,君  / 《S-》〈U〉サー  / 《しばしばS-》〈C〉《手紙の書き出しのあいさつに用いて》拝啓",
A1,sister,noun,親しい女の友,"(父母,またその一方が同じ)~,妹,女のきょうだい  / (姉妹のように)親しい女の友(仲間)  / (教会・クラブなどの)婦人会員  / (カトリック教会の)修道女,尼僧,シスター  / 《英》看護婦長  / 姉妹のような関係にある",
A1,sit,verb,座る,"〈自〉《...に》座る, 座っている《at, on, in ...》 / 《場所の副詞を伴って》(ある場所に) 位置する",
A1,site,noun,土地,"【名】(特別な目的を持って使用される)土地,敷地 / (重大な出来事が起こった)場所,跡地 /",
A1,six,number,6,"〈C〉(数の)6;6の記号(6,VIなど)  / 〈U〉6時,6分;6歳  / 《複数扱い》6人,6個  / 〈C〉六つ(6人,6個)一組のもの  / 〈C〉(カード・さいころなどの)6の札(目)  / 6の,6人の,6個の  / 《補語にのみ用いて》6歳の(で)",too_short
A1,sixteen,number,16,"〈C〉(数の)16;16の記号(16,XVIなど)  / 〈U〉(24時間制の)16時,16分,16歳  / 《複数扱い》16人,16個  / 16の,16人の,16個の  / 《補語にのみ用いて》16歳の(で)",
A1,sixty,number,60,"〈C〉(数の)60;60の記号(60,LXなど)  / 〈U〉60歳  / 《複数扱い》60人,60個  / 《the sixties》(世紀の)60年代;《one's sixties》(年齢の)60代  / 60の,60人の,60個の  / 《補語にのみ用いて》60歳の(で)",
A1,size,noun,大きさ,"〈U〉〈C〉(人や物の) 大きさ / 〈C〉(帽子・靴・シャツなどの) サイズ, 寸法",
A1,skill,noun,熟練,"〈U〉(…の)熟練,技量,腕《+in+名(doing)》  / 〈C〉特殊技術,特殊技能",
A1,skirt,noun,スカート,"(女性用の)スカート  / (コート・ドレスなどの腰から下の)すそ  / (車両・機械などの)すそ部,覆い,スカート  / 《複数形で》(…の)周辺,はずれ,郊外《+of+名》  / 《俗》女,娘(特にa bit of skirt,a piece of skirtの形で快楽の対象としてふざけて)",
A1,sky,noun,空,"空,上空  / 《しばしば複数形で》空模様,天候,気候  / 《しばしば複数形で》天国,天  / 〈ボール〉‘を'高く打ち上げる",too_short
A1,sleep,verb,眠る,"眠る  / 永眠する,(死んで)葬られている  / 〈人〉‘を'泊める[設備がある]  / 《a+形容詞+sleepを目的語にして》…‘を'眠る",
A1,slow,adjective,遅い,"(速度・動作などが)遅い,のろい  / 《補語または名詞の後にのみ用いて》(時計などが)遅れている  / ゆったりした,あわてない  / (人が)理解の遅い,頭の鈍い  / (生活・パーティーなどが)活気のない,おもしろくない",
A1,small,adjective,小さい,"(大きさが)小さい,小形の;(量が)少ない,わずかな  / 取るに足りない,ささいな(trivial)  / 《名詞の前にのみ用いて》(仕事・活動などが)小規模の,ささやかな  / 心が狭い,利己的な  / (音・声が)弱い,小さい  / (文字が)小型の,小文字の  / 《the~》小さいもの;(…の)細い部分《+of+名》  / 《複数形で》《英》(衣類・ハンカチなどの)小物,小間物  / 小",
A1,smart,adjective,気のきいた,"(頭の働きが)気のきいた,抜け目のない, 賢い / (動作が)機敏な,てきぱきした / 現代風の / (人・服装などが)きちんとした",
A1,smell,noun,嗅覚,〈U〉嗅覚(きゅうかく)  / 〈C〉(…の)におい《+of+名(doing)》;《形容詞句を伴なって》悪臭  / 〈C〉《a smell》(…を)かぐこと《+at(of)+名》,
A1,smile,noun,ほほえみ,"〈C〉ほほえみ, 微笑, 笑顔 / (太陽・幸運・運命などの）ほほえみ, 恵み",
A1,smith,noun,かじ屋,かじ屋;金属細工人 / 製造(製作)人,
A1,smoke,noun,煙,"〈U〉煙,霧 〈C〉喫煙",too_short
A1,smoking,noun,煙ること,煙ること / 喫煙,
A1,snake,noun,ヘビ,ヘビ(蛇)  / (蛇のように)ずるく陰険な人  / へび(配水管などの詰まった物を取り除く道具)  /,
A1,snow,noun,雪,"〈U〉雪  / 〈C〉《単数形で》降雪;《複数形で》積雪  / 〈U〉〈C〉雪のような物;(特に)コカイン,ヘロイン",too_short
A1,snowy,adjective,雪の,"雪の,雪の降る  / 雪におおわれた,雪深い  / 雪のように白い",
A1,soccer,noun,サッカー,サッカー,
A1,social,adjective,社会の,"社会の,社会的な  / 社交界の,上流社会の  / 《名詞の前にのみ用いて》社交の,親睦(しんぼく)の  / (アリ・ハチなどが)群居する  / 親睦(しんぼく)会,懇親会",
A1,sofa,noun,長いす,"長いす,ソファー",
A1,solve,verb,を解く,"〈問題など〉‘を'解く,解明する,解決する",
A1,some,determiner,いくらかの,"《複数名詞または数えられない名詞を伴って》いくらかの,多少の,少しの / 《複数名詞または数えられない名詞を伴って》一部の,中には…もある,…であるものもある / 《単数普通名詞を伴って》ある…,何かの,どこかの  / 《数詞を伴って》約…,…くらいの,…ばかり / 《数量を表す名詞を伴って》相当多い,かなりの / 《話》たいした,相当な,なかなかの",
A1,some,pronoun,いくらか,"いくらか,多少,少し,幾分 / ある人たち,あるもの, …する人もある",
A1,someone,pronoun,誰か,"｟かたく｠誰か,ある人",
A1,something,pronoun,何か,"何か,あるもの,あること  / (…を)いくらか,多少,いささか《+of+名》  / 重要なこと(もの,人),かなりのもの,相当な人  / 何か現実のもの;実在するもの,実在  / 何か食べ物(飲み物)  / 何々,これこれ  / いくぶん,多少",
A1,son,noun,息子,"息子 / 《複数形で》(男子の)子孫 / 《文》《比喩(ひゆ)的に》(場所 / 主義などの)子,後継者 / 《年長者が年少者に呼び掛けて》 / お前さん / 《the S-》イエスキリスト",
A1,song,noun,歌,"〈C〉歌,歌曲,唱歌  / 〈C〉〈U〉(歌うための)詩,詩歌  / 〈U〉歌うこと  / 〈U〉〈C〉(鳥・小川などの)歌うような声(音)",too_short
A1,soon,adverb,間もなく,"間もなく,近いうちに  / 早く,早目に  / 速やかに,さっさと",
A1,sorry,adjective,悲しいと思う,"《補語にのみ用いて》悲しいと思う,すまないと思う,残念に思う  / 《名詞の前にのみ用いて》くだらない,貧弱な  / 《名詞の前にのみ用いて》哀れな,惨めな  / 《丁重な断り・謝罪・弁解の表現として》すみませんが,悪いけど,ごめんなさい  / 《おもに英》《よく聞きとれなかったときに用いて》おそれいりますが[もう一度]",
A1,soup,noun,スープ,〈U〉スープ / 濃霧 /,
A1,speak,verb,話す,"話す,しゃべる,物を言う,口をきく  / 話をする,うわさをする  / 演説する,講演する,スピーチをする  / 〈物事が〉表す,物語る  / 〈楽器・大砲などが〉音を出す,鳴る  / 〈言葉・意見など〉‘を'言う,話す,述べる  / 〈言語〉‘を'話す,使う  / 〈物事が〉…‘を'表す,物語る,示す  / (海で)〈他船〉‘と'通信する,通話する  / …を表す,であることを示す",
A1,special,adjective,特別な,特別な / (他と異なって) 特殊な / (人・物事に)独特の,
A1,speech,noun,話す力,"〈U〉話す力,話す能力・〈U〉話すこと,言葉・〈C〉演説,話,スピーチ・〈U〉(人の)話し方・〈C〉〈U〉(特定の)言語,方言,なまり・〈C〉(役者の)のせりふ・〈U〉話法",
A1,spell,noun,しばらくの間,"〈C〉しばらくの間,一時 / (ある天気の) ひと続き  / (病気などの) ひとしきり ,発作 / ひと仕事,(仕事の)交替",
A1,spend,verb,消費する、過ごす,消費する、（時を）過ごす,
A1,sport,noun,スポーツ,"〈U〉《集合的に》スポーツ,運動競技  / 〈C〉(個々の)スポーツ,運動競技  / 《複数形で》《英》運動会,競技会  / 〈U〉気晴らし,慰め,娯楽  / 〈C〉《話》スポーツマンらしい人,さっぱりした人,いい人  / 〈C〉(動・植物の)変種(mutant)",
A1,spot,noun,場所,場所 / 斑点,
A1,spring,noun,春,"〈C〉〈U〉春 / 〈C〉跳ぶこと / バネ / 《複数形で》 泉 / 〈U〉《...の》弾力 《of, in ...》 /",too_short
A1,spy,noun,スパイ,〈C〉スパイ / 探偵,
A1,stage,noun,舞台,〈C〉舞台 / (発達などの)段階,
A1,stand,noun,立つこと,〈C〉立つこと / 台 / 売店 / 観覧席,
A1,star,noun,星,星 / 恒星,too_short
A1,start,noun,始め,始め；開始,
A1,start,verb,始める,"始める,　出発する",
A1,station,noun,場所,"〈C〉(人・物の定められた)場所,位置,持ち場,部署  / 〈C〉駅,発着所,停留所;駅舎  / 〈C〉(官庁などの)署,局,本部  / 〈C〉(テレビ・ラジオの)放送局  / 〈C〉事業所,研究所  / 〈C〉(軍隊の)駐留地,軍港,基地  / 〈U〉〈C〉《文》身分,社会的地位  /",
A1,stay,verb,とどまる,"〈自〉《副詞を伴って》とどまる, いる / 《...に》滞在する, 泊まる 《at, in ...》 / じっとしている / 《~ ...（名, 形, 過分）》...のままでいる",
A1,step,verb,歩む,"〈自〉《方向を表す副詞[句]を伴って》(…の方へ)歩む,一歩踏み出す,行く",
A1,still,adjective,静止した,静止した / 静かな,
A1,stone,noun,石,"〈U〉(物質としての)石,石材  / 〈C〉小石,岩石の小片  / 〈C〉《複合語を作って》(特定の目的に用いる)石材  / =precious stone  / 〈C〉(形・堅さが)石に似たもの(あられなど)  / 〈C〉(腎臓・膀胱(ぼうこう)などの)結石  / 〈C〉(果実の)種,核  / 〈C〉《英》(体重を表す重量単位の)ストーン(14ポンド(約5.35キログラム)に相当)  / 石造り",too_short
A1,stop,noun,停止,停止 / 中止 / ストップ,
A1,stop,verb,を止める,"〈動いているもの〉‘を'止める  / 〈供給など〉‘を'停止する  / …‘を'阻止する,やめさせる  / 〈自分がしていること〉‘を'やめる,中断する  / 〈穴・口など〉‘を'ふさぐ,〈びんなど〉‘に'せんをする  / 〈動いているものが〉止まる,停止する  / 〈仕事・話などが〉中断する;〈雨などが〉やむ  / 〈人が〉仕事(話など)をやめる,手を休める",
A1,store,noun,店舗,店舗 / 貯蔵 / 格納 / 店,
A1,story,noun,話,"〈C〉(事実に基づいた) 話, 実話 / (架空の)物語 / 〈U〉(小説,詩,劇,映画などの)筋,プロット",too_short
A1,straight,adverb,まっすぐに,"(比較変化なし)『まっすぐに』,一直線に / 『直立して』,垂直に / 『直ちに』,回り道をしないで / 率直に,端的に",
A1,strange,adjective,奇妙な,奇妙な；見慣れない；不慣れな,
A1,street,noun,街路,"〈C〉(両側に歩道と建物のある) 街路,通り / …街, ...通り",
A1,strict,adjective,厳しい,"(人が) 厳しい, 厳格な / 〈規則などが〉厳しい / 厳密な, 正確な",
A1,strong,adjective,力の強い,"(身体的に)力の強い  / (身体が)じょうぶな,健康な  / 勢力(権力)のある,有力な  / (物が)がんじょうな,堅固な  / (精神的・道徳的に)強い  / 説得力のある,効果的な  / (味・においが)いやな,不快な  / (動きが)激しい,速い  / (程度が)強い,強烈な,濃い  / アルコール分の多い  / 《数詞の後に用いて》…の人員の  / 強く,強力に;激しく,盛んに",
A1,student,noun,学生,"学生,生徒  / (…の)研究者,学者《+of+名》",
A1,study,verb,を勉強する,〈他〉を勉強する / を注意してよく見る / を調査する / 〈自〉勉強する,
A1,subject,noun,主題,"(思考・議論・研究などの)主題, 話題 / 科目, 教科 / (文法で)主語 /",
A1,subway,noun,地下鉄,"《米》地下鉄(《英》underground, tube)  / 地下道(underpass)",
A1,successful,adjective,成功した,成功した /  順調な,
A1,sugar,noun,砂糖,〈U〉砂糖 / 《話》(恋人に対して呼び掛けて)ねえ,
A1,suggestion,noun,提案、忠告,提案、忠告 / 示唆,
A1,sum,noun,合計,"〈C〉《the》(数・量の)合計, 総計 /  《形容詞をつけて》《…の》額《of ...》",
A1,summer,noun,夏,"〈U〉〈C〉夏  / 《the~》《文》盛り  / 《複数形で》《文》年齢  / 夏の,夏向きの",too_short
A1,sun,noun,太陽,"《the~》太陽,日  / 〈U〉《the~》日光  / 〈C〉恒星",
A1,sunny,adjective,日のよくさす,"(天候・場所などが)日のよくさす(当たる)  / 雲のない  / (物事が)明るい,陽気な,快活な",
A1,sunshine,noun,日光,"日光  / 日なた  / (物事の)明るさ,陽気,快活",
A1,super,adjective,素晴らしい,"《くだけて》素晴らしい, 最高の",
A1,supermarket,noun,スーパーマーケット,スーパーマーケット(食料品や家庭用品などを売るセルフサービス式の大型小売店),
A1,sure,adjective,確信して,"《補語にのみ用いて》(人が)確信して,自信をもって  / 《補語にのみ用いて》(物事が)確実な  / (修事が)確固とした,確実な  / (人が)信頼のおける,安心のできる",
A1,surf,noun,寄せる波,〈U〉寄せる波,
A1,surprise,noun,驚き,"〈U〉驚き  / 〈C〉驚くべき物(事)  / 〈U〉不意打ち,急襲",
A1,survey,noun,調査,〈C〉〈U〉《…の》(詳細な)調査《of ...》 / 〈C〉《…を》見渡すこと《of ...》,
A1,sweet,adjective,甘い,"(砂糖のように)甘い;砂糖の入った  / 心地よい,香りのよい,美しい,おいしい  / 新鮮な,腐っていない  / (性質などが)人好きのする,気だてのよい,優しい,親切な  / (酒が)甘口の  /",
A1,swim,noun,泳ぎ,泳ぎ / 泳ぐこと,
A1,swim,verb,泳ぐ,"泳ぐ,水泳をする  / (水上・空中などに)浮かぶ  / (水などの液体で)いっぱいになる,あふれる《+with+名》・(…に)浸る《+in+名》  / 〈物ず〉ぐるぐる回るように見える;〈頭などが〉くらくらする  / 〈河など〉‘を'泳いで渡る,〈ある距離〉‘を'泳ぐ /《副詞[句]を伴って》〈人など〉‘を'泳がせる;〈船〉‘を'浮かせる",
A1,swimming,noun,水泳,〈U〉『水泳』 / 〈C〉めまい,
A1,swimming pool,noun,水泳プール,『水泳プール』,
A1,table,noun,テーブル,"〈C〉テーブル,食卓;(仕事・遊戯などの)台  / 〈U〉《時にa~》食べ物,料理  / 《集合的に》テーブルを囲む人々,一度の人々  / 〈C〉(文字・数字,情報などの並べた)表,配列表,目録  / =tableland",
A1,take,verb,を取る,"〈他〉を取る / 《...から》を取り上げる《from ...》 / を受け取る / を持って行く / 〈時間など〉を必要とする / 《動作を表す名詞を目的語にして》...をする, を実行する",
A1,talk,verb,話す,"『話す』,しゃべる,物を言う,口を利く  / (考えなどを伝えるために)《〈人〉と〈事〉について》『語る』, 話し合う,論ずる《to, with 〈人〉 about, of, on 〈事〉》  / うわさ話をする;秘密をもらす  / (言語以外の方法で)話す,合図する  / …をことを話す,を論ずる  / 〈言語・方言〉を話す,を使う  / 〈人〉に話す",
A1,tall,adjective,高い,"(背の)高い  / 《補語にのみ用いて》背たけ(高さ)が…の  / 《話》(話などが)大げさな,誇張した  / (程度・量が)法外な,ものすごい",
A1,taxi,noun,タクシー,タクシー(taxicabの略),
A1,tea,noun,茶,"〈U〉茶,(特に)紅茶  / 〈U〉(乾燥した)茶の葉;茶の木  / 〈U〉茶に似た飲料,煎じ茶  / 〈C〉〈U〉午後のお茶  / 〈C〉〈U〉お茶の会(午後の軽食を出すパーティー)",too_short
A1,teach,verb,を教える,"〈物事・学科など〉‘を'教える,〈人〉‘に'教える  / (…で)教師をする,教える《+at+名》",
A1,teacher,noun,先生,"先生,教える人,教師",
A1,team,noun,チーム,"(スポーツの)チーム  / (共に仕事などをする)一団,一組  / (荷車を引く2頭以上の牛馬などの)一組  /",
A1,technology,noun,科学技術,"科学技術,工業技術・科学(工業)技術的な方法(過程)・文明の環境利用(開発)・応用科学; 専門用語",
A1,telephone,noun,電話機,〈C〉電話機  / 〈U〉電話(《話》phone)  /,
